Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
72232.36595,5.791634958,8.460741393,3.37,49668.50107,167.5825721,"9067 Flynn Mills Apt. 904
North Stevenland, WY 91580"
71624.58537,5.646393371,7.438335529,6.03,29089.78359,117.5868999,"9822 Theresa Spur Suite 629
North Vicki, AR 88326"
71670.4485,6.630034548,6.529723046,4.41,31709.34046,113.5079345,"6055 Theresa Knoll
South Garrett, FM 08472"
86157.17573,4.986312079,6.475843395,2.28,62963.75539,183.3208579,"1427 Jennifer Landing
Blairfurt, TX 86287-9948"
82416.13226,5.379463351,7.148236136,3.41,15290.31706,112.0349773,"97242 Kayla Forges
Smithfurt, MA 85494"
69566.74303,5.784637307,5.654256368,2.36,37491.14691,108.0735984,"532 Tanner Forest
North Andrew, UT 94792"
66684.34727,5.553655007,6.965764486,2.04,37226.30715,116.8574666,"8961 Guerra Motorway
Stephensburgh, AR 59803"
71743.48382,8.182597765,7.658973254,5.01,44674.89103,191.969323,"06874 Scott Causeway
Melissastad, FL 21288-1643"
55473.73632,6.368083311,8.177970777,5.26,48021.89287,146.6605774,"USS Steele
FPO AE 47380-9293"
66261.61649,7.116363924,7.766273201,6.03,26264.32179,123.4037236,"2843 Benjamin Lights
West Stacy, NJ 76379"
65380.31624,7.525690557,7.346028356,6.15,21641.4762,126.9486337,"4896 Sandoval Plaza Suite 098
New Robertchester, KY 58588-4690"
73431.52793,6.373574216,5.548952363,3.33,31148.10331,117.6111788,"736 Juan Fall Suite 950
Christianmouth, MS 32548"
76169.72844,5.772571885,6.429240597,2.23,50352.41648,137.1298425,"388 Hudson Views Suite 672
Dylanshire, GA 06408"
72630.65101,5.368865349,7.193351833,5.34,34119.16671,124.650914,"8592 Tanner Junctions
Port Patriciastad, OR 41830-1527"
64601.80273,6.035878341,7.630095678,4.15,24117.45838,102.0268855,"18780 Park Locks
West Douglasborough, DE 70878-3747"
55995.00731,7.797744345,7.03104064,3.5,20895.67945,113.041541,"43116 Taylor Drives Suite 771
North Michael, TX 96312"
58301.73272,4.923842083,8.058463315,6.39,32759.44783,89.0559861,"USCGC Harris
FPO AE 57943-1887"
66579.51999,7.861372123,6.990591389,3.12,35826.71023,141.7158537,"463 Green Street Apt. 202
Alicefurt, MP 05063"
73829.77774,6.130262508,6.182842582,3.5,51385.52324,137.6492925,"PSC 8985, Box 4540
APO AP 99342-8231"
86640.8016,6.047921744,5.652140784,3.03,22432.13983,130.6207111,"542 Fleming Lakes Suite 229
Lake Jenniferborough, OK 25958-8585"
80535.00342,5.659574664,7.556496736,5.37,25691.68458,127.5208577,"8664 Barbara Ways Suite 599
East John, TX 89790-2123"
51474.30702,5.572671932,7.50901234,5.11,38952.18917,90.252094,"086 Pham Plains
Michaelhaven, TN 89309-1566"
69333.68219,5.924392329,6.542681826,2,17187.11819,87.23121738,"675 Baldwin Well
Larsenside, PR 93064-3226"
55554.79675,5.849590798,7.753369654,5.03,44903.44532,99.45170453,"206 James Point
Leslieville, NV 63556"
64055.28418,7.552890547,7.337229454,5.21,27804.60516,128.9008217,"Unit 7578 Box 5315
DPO AP 21782"
76811.40182,7.932389745,7.3729051,4,27770.24891,161.0006605,"338 Karen Prairie Apt. 341
Murphymouth, MI 56611"
78030.06933,7.070276512,7.089957773,3.43,42432.70958,184.3720648,"838 Hunter Mountains Apt. 655
Lake Jessicashire, TN 18218"
76921.67563,7.397609154,7.097598214,4.47,44920.65789,189.1949348,"935 Norris Walks
New Joshua, PA 84565-5279"
63833.84316,5.667070098,7.983210474,5.28,34481.67331,145.1078093,"USCGC Johnson
FPO AA 08988"
69120.09299,6.724576165,7.114040067,5.21,36631.92686,148.1940762,"Unit 6352 Box 4009
DPO AE 83854-5561"
65454.97423,4.443153288,8.005585409,3,47740.63899,114.4477879,"18153 Michelle Street Apt. 150
North Julieburgh, CT 81526-8507"
53067.1696,7.798946099,7.226648713,5.21,46132.75451,127.994551,"55158 David Garden Suite 849
Joshuashire, NH 08358"
59519.20835,6.160150424,8.764793543,6.27,42176.86419,119.3021312,"53197 Rowe Brooks
Anthonybury, DC 36875"
64724.68649,7.225162105,4.869230945,4.41,43833.66369,116.7119109,"11769 Vaughan Lakes Apt. 083
East Daniel, VI 57715"
83936.74963,6.689880078,5.584221042,2.15,25569.36831,122.5612763,"065 Christine Stream
Lake Sarah, NY 49190"
70298.13952,6.579477075,4.43244788,2.31,33457.74573,113.1618913,"21680 Jeffrey Heights Apt. 199
Davismouth, ND 55667-5634"
79337.32565,6.261758249,8.296472748,3.21,41521.38461,169.7501605,"8538 Johnson Lodge
West Sharonberg, NJ 82474-6273"
63578.82315,5.783592751,7.172294917,3.17,42322.61326,136.5496885,"USCGC Anthony
FPO AE 75578-8273"
65124.65602,4.886833901,6.370539309,4.1,19161.7809,62.24496452,"6859 Brown Forges Apt. 352
Schultzstad, VT 26911"
84364.70733,4.698058035,7.107708222,3.46,50521.10423,155.1094815,"8285 Thompson Spring Apt. 597
East Stephanie, NY 77685"
76287.4682,6.654227602,4.985136207,2.27,35212.74388,129.912683,"USS Jones
FPO AP 83668-4924"
56433.01085,6.479053952,8.542278467,3.13,46058.86914,129.0324649,"4025 Roberson Turnpike Suite 615
Brianburgh, TN 31726-6186"
83406.74332,5.280738899,7.341589191,6.29,25350.73547,118.3884005,"32631 Lucero Trafficway
Joshuaborough, WI 15469-7710"
74867.50582,5.568082321,8.426960904,4.42,33768.51285,130.5934325,"98193 Pierce Crest
Lake Michaelfurt, KY 99821-3879"
55698.37442,6.957262275,7.575850909,6.32,49506.83061,127.9117965,"PSC 6252, Box 5970
APO AE 99235"
59575.62144,4.030105163,6.979466291,3.35,37153.85262,78.65590249,"54194 Richard Mall
Johnfurt, SD 79157"
69605.56602,7.58863366,7.400270375,3.07,35427.14865,158.8196233,"74421 Horton Manor Apt. 121
Lake Edward, SC 75278"
67663.97161,4.661541159,7.790517503,3.01,30546.448,97.66490166,"567 Gomez Hills
Amyville, NM 92900"
75354.4149,6.77431736,7.36243939,3.35,21574.47109,125.0866567,"7844 Juarez Green
Melissaview, KS 67281"
63750.21601,5.525518295,6.941237828,3.03,40582.00027,104.6627052,"17488 French Prairie Suite 496
East Williamburgh, GU 44258-8729"
72263.21441,5.91722707,5.336456813,4.04,28428.30127,111.5935277,"60205 Tammy Corner Apt. 791
West Lisastad, HI 54302-1058"
69246.15092,5.763367118,6.492639033,2.24,35005.79155,107.7813593,"451 Pratt Walk
West Josephchester, OH 68420-3256"
65465.53989,5.809591752,6.735937383,3.38,31297.52713,104.7689266,"88878 Ramirez Street
Fordville, NV 54980"
107701.7484,7.143521708,8.518608175,3.29,37619.43993,233.211074,"41017 Eric Village
Jonathanport, CO 37205"
58829.37333,6.846644529,6.462523336,3.2,31236.58232,95.64352633,"8136 Lopez Cove Suite 606
Thomasview, MD 87052-0869"
94650.54944,7.191396842,7.354176826,5.15,27797.78112,189.2623546,"3232 Martinez Spurs Suite 594
Paulview, IL 73971-9525"
49851.13478,4.684995683,5.259695412,3.04,32511.84627,28.32081322,"03837 Burton Run Apt. 741
North Casey, HI 32920"
61522.93112,6.154820119,8.70703545,6.46,30398.57294,117.6021375,"249 Wall Stream Suite 514
Lake Cynthiaville, WY 10462"
59082.00095,4.980779889,6.77289269,3.43,33462.67269,78.3818682,"776 Shawna Port Suite 508
Burkeshire, DE 16725-8223"
80732.1713,8.151365564,7.106488519,6.23,28954.69773,162.5703075,"4131 Jones Neck Apt. 808
Lake Jamesmouth, VI 37688"
88222.04239,6.986028567,6.879693934,2.15,34795.32008,196.1846905,"9951 Kevin Knoll Apt. 557
Piercefort, CT 70599"
70651.68514,5.47517822,5.740486568,2.26,35339.56993,108.4556029,"70172 Harding Burgs
New Elizabeth, GA 31809-6568"
79289.10799,6.045377972,6.031407265,2.3,41321.11197,142.8247074,"99993 Miller Mall
North Shelbyview, CO 19948-1105"
73969.66467,6.446537103,8.216773467,6,39663.85423,163.4945808,"23210 Vaughn Plaza
Patrickview, FM 32471-7299"
62857.07813,5.060886422,5.861576421,4.17,48339.9406,91.59925578,"2061 Edward Circles Suite 191
Lindseyborough, GU 82013"
72991.48165,3.412865926,6.49408094,2.48,50626.49543,104.2373524,"0618 Richardson Mountain Apt. 253
Jasmineport, DC 78574"
62794.96597,4.206346468,8.480848339,5.33,31162.06331,87.96183222,"54038 Warner Mall Suite 306
Sarahmouth, SD 61528"
71806.36195,5.725585477,6.220975939,2.45,47563.23158,121.0431684,"13963 Anderson Fork
Port Dawnside, NV 79521"
69584.65691,5.367761195,8.048969161,6.19,17045.80773,105.9262039,"27634 Bell Mission Apt. 748
Whiteshire, FM 13329-8305"
62357.03095,6.725271357,7.126592432,5,23382.53939,97.24178089,"PSC 9682, Box 5865
APO AA 11465"
59716.73664,5.447704768,7.336633321,5.06,41273.00907,124.2979154,"7099 Shane Trail Apt. 259
Pinedaborough, GU 91864-3525"
71093.69196,5.874953196,5.871745805,3.26,37143.39873,109.6846086,"19371 Laura Mountain
South Sergioshire, PA 45947"
76336.06984,5.575612395,8.032757197,3.45,37258.19982,139.2685285,"69486 Brenda Island Apt. 827
Sarahborough, CT 52727"
54762.0543,3.802598991,7.554406493,5.47,58460.27986,108.0464852,"84075 Jeffrey Tunnel
South Amymouth, KS 13318-7131"
61666.1515,5.77058657,6.178077704,2.35,34605.02957,82.14131935,"4484 Estes Bypass
Bradleystad, FM 70703"
92280.49747,7.258627482,8.222633273,4.31,38004.14521,223.7778026,"9032 Hernandez Passage
Lake Karenstad, NY 24477-7673"
74312.89823,5.543698858,7.957794538,3.22,43906.74417,151.8319641,"067 Lucas Walks Suite 450
East Marcland, VI 00144-8724"
70026.92525,6.078591256,8.190954956,3.14,38102.46556,150.3552206,"171 Wayne Flat Apt. 324
Bartlettside, IL 19674"
68524.19436,6.312452422,5.564721388,2.05,48112.39408,121.9154403,"85915 James River
Leblancfort, TN 61922-6111"
87927.96606,5.586270688,4.7844429,2.13,34724.16282,127.6259018,"01358 Barton Ranch
Lawrenceborough, SD 60884-8281"
74082.02275,6.757647964,6.942989831,2.44,32617.47347,140.0496655,"4120 Jason Path
Lake Rebeccafort, ME 80907-9585"
72245.3376,6.094814233,5.870545006,2.01,25508.78544,112.7174713,"271 Larson Corners Apt. 496
Andreaburgh, TX 00062"
63555.45973,5.223108351,7.528388439,3.16,41839.48396,125.1663851,"502 Willis Village Apt. 935
Port Lawrence, IN 49301"
74170.66239,5.853493968,6.674787231,2.1,40719.23735,146.9354782,"158 Christina Junctions Suite 137
North Justin, HI 69723-6199"
70005.69443,4.915490826,7.387976068,4.3,25136.21543,94.65562637,"93827 Gonzalez Rest Suite 278
Luisville, MH 13877-8429"
67547.87107,6.524721338,7.381224842,4.18,28131.71902,115.0658595,"639 James River Suite 931
West Denise, KY 32288"
61776.61566,6.834478651,8.285496304,3.05,27970.52173,132.5819913,"999 Lewis Fork
South Stephanie, WV 50293-8967"
69200.66427,5.609022494,6.571301756,4.28,31085.32304,115.0093889,"976 Tamara Course Suite 169
South Donna, MP 27394-3313"
66887.15243,6.032404649,7.397905268,3.35,23806.23576,100.9142338,"652 Debra Ramp Suite 784
Port Stefanieside, KY 51547"
83201.02149,6.375424294,7.041855436,5.15,43837.42476,170.527619,"45434 Craig Shore
West Justin, AK 33316"
59944.64516,5.573279881,8.019014599,4.19,28999.12825,82.97948233,"4788 Kristen Bypass Suite 131
West Michael, SC 22980"
53676.37215,6.017914884,6.709152749,2.31,47027.06248,104.6442634,"7655 Weber Square
New Jaclyn, MT 85582"
64074.96149,5.432982248,6.652975581,4.5,40211.10647,115.2269431,"Unit 6626 Box 7561
DPO AP 16790"
77324.39733,4.738891648,6.842773256,2.4,32839.90146,109.147956,"3269 Sherri Corner
New Jonathan, MS 39820-0357"
76870.35628,5.359763922,5.892953879,4.32,25655.86712,103.9915341,"60046 Destiny Port Suite 618
North Nataliehaven, WV 64258"
55897.31438,3.995153644,7.705864803,5.27,31094.11082,56.57328175,"79244 Lee View Suite 312
Wendyton, MO 11893-3330"
87765.52423,5.406981272,8.244632763,6.41,39910.33971,173.9628383,"168 Phillips Row
New Emily, CO 16308-7553"
78331.93253,5.892961875,8.489496905,3.27,31032.85907,144.2128732,"3350 Morris Road Suite 424
Maymouth, DC 48494"
74569.85807,3.744902467,5.370162144,2.06,39183.9578,100.4124909,"8850 April Lock Suite 431
North Janet, AR 53662-0663"
87314.63582,5.070005756,6.684680096,2.18,25224.64592,114.362136,"639 Christopher Squares Suite 686
Reneetown, GA 47710"
78019.85596,4.618789366,6.180845251,2.25,36689.234,106.02412,"234 Mary Vista
Port Jenniferhaven, AS 50660-3651"
64432.61434,6.954520829,7.006551311,4.09,50851.06038,154.8962888,"3133 Stacey Mountains Suite 240
East Kayla, AK 86549-5044"
74332.85047,5.284318166,7.518827433,6.35,30212.43884,105.6984182,"7004 Monica Locks Apt. 668
Brownmouth, PR 36675"
74664.33664,7.796604331,6.412060235,3.25,23817.9026,144.7353264,"4241 Reed Keys Apt. 890
Snyderburgh, MI 24927"
73406.21728,5.531907671,5.995248573,4.21,38073.5192,125.1566478,"2758 Harris Canyon Apt. 514
Bakerburgh, PA 60893"
58464.30507,4.964391034,7.410521157,3.26,25157.45429,75.19692117,"024 Caleb Parkways
East Matthewborough, LA 94636"
61600.92573,4.913081801,6.508818009,2.38,37457.80723,76.49554982,"5274 Brown Ridge Apt. 421
East Robintown, DE 26378-8119"
75155.18265,5.825465356,6.139857974,4.46,51562.59493,153.9958931,"1157 Jasmine Grove Apt. 934
East Craigside, AZ 99194-1973"
67828.91266,5.616237027,6.251224246,2.32,27127.62794,96.27471639,"39341 Wise Ports
Lake Laura, KY 62351-5064"
50144.73988,6.121600252,7.647020069,3.24,43233.325,135.3854478,"781 Townsend Mountains Suite 207
Joneston, NY 22169-4842"
86557.25246,5.016626686,8.720522984,5.25,42757.44428,185.0525573,"5442 Mcdaniel Hill
South Joe, TN 50468-3763"
87733.86256,5.662564675,6.409772532,3.15,43943.47926,177.8411665,"3034 Sarah Stream
West Patricia, CT 37525"
65846.40694,7.315088749,8.235833085,3.29,22355.22119,136.9006115,"939 Atkinson Vista Suite 208
Kennethton, GU 36352-1328"
45551.40297,6.91702898,6.441014974,2.48,49839.32178,119.7975085,"27317 Lloyd Radial Apt. 985
South Kevinview, NJ 72757-4701"
89946.9002,6.601665974,8.29257598,4.17,40502.7397,193.0143831,"03913 Brian Skyway Suite 719
East Michaelfort, FL 88693-1834"
72792.67074,7.835039543,6.876103638,2.4,34104.36601,148.1946194,"8339 Claudia Port
Brianberg, LA 70084"
68709.10049,5.99444191,8.583188696,4.38,31659.70025,134.757853,"900 Eileen Prairie Suite 346
South Melissa, WV 86173-2956"
87506.73197,5.430800355,4.947302123,3.13,32699.65258,135.8646746,"20330 Kendra Throughway Apt. 798
South Timothyville, OH 90558-4977"
62862.48802,4.606130739,6.724241154,3.37,37254.69839,93.17680455,"4468 Haley Meadow Suite 401
Amandamouth, LA 51503-8671"
59054.13026,5.350416528,7.019923508,5.24,51384.43323,120.5962995,"6879 Rogers Squares
Port Christine, PR 15758-2368"
45978.39092,5.215220595,8.425840675,3.02,36062.78846,79.2146076,"497 Olson Rue
Port Scottbury, MD 24573"
80281.41683,6.213365521,8.32510576,5.27,45424.22353,161.8670884,"363 Meyers Island
Lake Iantown, MP 83262-3375"
65908.73975,5.296992962,6.830251968,3.29,24080.58935,86.44467942,"907 Maria Branch
Jamesport, VT 98208-9060"
55930.14482,5.538518713,6.586596188,3.09,24898.73888,66.26303439,"559 Megan Summit Suite 325
Obrienmouth, OR 18396"
77587.94723,6.13879433,6.819864844,4.37,37280.44201,148.5145661,"2326 Amy Plains Suite 061
Dawnfurt, SD 64522-9268"
62636.8301,5.863607067,5.796622943,3.18,51456.29763,104.7226967,"84212 Christopher Knoll Suite 747
Codymouth, ID 33963-6108"
76142.11983,4.050263913,8.53440979,4,41931.4683,139.2793814,"96599 Santos Causeway Apt. 231
Port Paula, MA 16824"
63524.21761,6.295071682,4.811622635,4.31,48123.70594,94.35751307,"136 Brown Mills Apt. 509
Fletcherfort, IL 45521"
85673.3062,6.592507214,6.368278688,2.14,33110.5602,179.3398718,"59400 Theresa Well Suite 331
South Sandraland, MN 59076"
49268.37307,6.269166301,8.091053212,6.44,41349.04041,88.12731168,"USNV Hall
FPO AP 47103-2429"
87978.41434,8.157806215,7.657627412,5.11,39586.43071,213.8713943,"926 Rose Rapids Suite 479
South Jacob, AL 52129"
78785.27727,6.60606667,6.533764769,2.12,33603.48416,154.0869872,"99061 Justin Mission Suite 452
Johnhaven, OR 27004-7494"
79271.90498,8.369497314,6.559628742,3.5,28904.21789,170.7650436,"2627 Ford Spurs Suite 995
Christopherton, KY 30003-0171"
62755.45277,6.109440991,6.79627685,3.07,41525.3777,102.5705134,"713 Jason Plaza Apt. 927
Coreymouth, MA 50325"
81944.65491,6.065352411,6.913781564,4.46,34262.32384,154.1186254,"6975 Gabrielle Shores
Lake Kelseyland, CO 77085-1324"
67384.00037,7.224280911,7.809918772,6.43,48918.05536,193.0344449,"9380 Kimberly Mission Apt. 786
Buckmouth, PW 12882-2996"
67282.57297,5.997033358,7.746836473,4.44,42768.9123,148.114695,"9131 Cline Prairie Suite 607
West Trevor, ND 38795-2007"
57869.98449,5.13588336,6.232450675,3.13,44474.70188,109.9725283,"05589 Aaron Prairie
Bakerbury, MP 64630-4394"
64967.78483,7.054468389,7.316483227,3.26,28164.22161,119.0867437,"917 Black Prairie
West Elizabeth, OH 04452"
69700.74131,6.570369194,5.335758659,4.37,21934.89864,107.0318815,"8649 Elizabeth Hill
Port Erin, WY 52957-5435"
74490.63924,5.408652545,8.457362267,4.1,35563.45613,135.8213906,"238 Julie Parks
Christopherton, NH 95146"
54827.03231,7.042026516,7.844325517,6.01,45027.11401,119.8725487,"59647 Matthew Harbors
Sheilashire, OK 81154-7934"
74369.6686,6.840974542,8.225972138,3.27,45991.85697,177.4715484,"PSC 9368, Box 6505
APO AA 78606"
81357.86976,6.09113683,6.464254235,3.5,51019.21242,153.8903993,"0052 Murphy Motorway
New Maria, TN 69580-8439"
73185.62021,5.814261735,6.967134875,4.5,54680.64442,146.2360601,"Unit 1448 Box 4395
DPO AA 25685"
53526.93343,4.581133357,6.426074813,3.1,51611.11364,95.32619162,"64535 Billy Mountain
Moseston, TN 48447-9761"
64736.28408,6.863400475,7.010253183,3.15,47717.13619,142.7108501,"7956 Cassandra Union
Lake Ann, OR 51456"
68488.61746,4.742984602,7.445724233,4.03,28298.49476,76.95768637,"08119 Regina Hollow
Ianport, SC 23292-5020"
49424.26712,7.05347343,5.110956386,2.27,18656.64243,66.82554804,"02795 Wendy Point
West Shannon, DE 72326-4625"
62032.95947,5.235210947,7.083483134,4.39,25267.10761,80.08091317,"1728 Erickson Ferry Apt. 348
Johnborough, WY 10598-1489"
64506.79006,6.384603897,7.5514293,6.07,41521.43993,142.7202279,"57349 Paul Wall
Port Kelly, MD 28873-9792"
51178.14802,6.591952428,6.988851757,3.1,31822.06604,78.35663279,"74931 Rogers Wall
Julianfurt, IN 78140"
64290.20571,3.648545707,7.368073057,3.44,54157.29516,94.90722496,"519 Avila Road
Jamesbury, SC 76217-0455"
61482.24479,7.090474728,8.101403538,3.06,50245.27162,169.3591835,"53979 Derek Road
Carrieville, DC 45078-8600"
70130.56063,8.195316829,9.570048159,4.07,26794.25502,167.5557271,"72654 Jason Plaza
South Crystalburgh, MS 24864"
84923.39536,7.203931668,6.363733643,4.35,43231.6173,194.3359768,"995 Carter Haven
North Raymondchester, PA 75389"
63233.73313,4.920192289,6.528068683,2.37,49272.461,110.6261274,"05706 Ochoa Points Suite 263
North Craig, MH 98488-6772"
53776.63203,6.765543807,5.945896722,4.24,29324.00264,97.87669139,"75906 Marissa Ville Apt. 047
Robinsonside, MN 51149"
67125.14983,4.96994317,7.639188434,5.37,22651.11135,99.78272538,"3703 Mark Stravenue
Jenniferland, VT 47784"
66007.93861,6.353734757,5.185860953,4.02,45399.55912,106.2206321,"9606 Sanford Villages Apt. 846
Piercestad, CT 72842-3325"
64838.4929,6.437157062,8.699543873,4.02,32921.01007,138.2172294,"Unit 2193 Box 7909
DPO AA 47323-2101"
83889.43598,6.531948057,5.921215989,4.5,17957.86337,128.1741163,"4641 Romero Branch
Port Adam, OH 48769"
78846.27009,6.723852343,7.647121762,6.1,41261.18878,159.26647,"89757 Mcfarland Cove
South Ronaldport, LA 62288-5973"
72556.20088,5.382984046,7.245610106,6.42,31487.03672,124.7557695,"796 William Skyway Apt. 402
West Tyrone, VI 81186-6677"
62069.76279,5.535626528,7.347449707,3.35,27098.84396,77.92075546,"47492 Phillips Trail Apt. 262
Mariohaven, MH 00956"
88697.61952,4.735162617,6.602560307,3.48,29935.90416,122.2760858,"649 Brandon Ways
New Jennifer, GA 81262"
57216.21282,6.855447634,8.234530691,6.32,35046.01314,138.0715315,"773 Zachary Turnpike
South Vanessamouth, NJ 83757"
53712.14081,4.229270472,6.875062831,2.38,31913.69653,70.48841544,"151 Luna Landing
Brandtmouth, RI 02975"
77330.79471,5.93523864,5.78641233,3.45,49571.1057,153.0480688,"26425 Tasha Trace Suite 683
North Kristinbury, UT 69027"
66556.38765,6.321891117,8.369451056,4.21,45325.65586,178.0415438,"7287 Mullen Burg Apt. 284
Housetown, VA 71506-7091"
74864.37031,6.337004614,8.035623147,6.21,46250.65372,170.9667189,"19834 Rodriguez Lights Suite 480
Parkchester, MS 20288-6598"
62561.56095,4.727889358,7.928356117,3.23,37446.16768,85.25656269,"993 Lowery Villages Suite 537
Warnerhaven, MD 10412"
77821.62437,5.259911725,6.660626274,2.36,33932.54516,118.5310267,"58847 Mccormick Isle Apt. 081
North Patrickborough, NJ 31166-7988"
79579.993,5.805388791,8.692723427,6.08,43214.76502,179.5093034,"USNV Walker
FPO AE 81668-3821"
69923.34867,4.095953719,5.932069891,4.49,45202.13987,95.62419913,"65132 Sharon Manors
Maynardmouth, MI 60210-9659"
63879.68073,4.877193259,7.117112139,4.39,56266.97406,122.4454547,"85285 Kayla Walks
Garnerberg, MA 84386"
59154.68474,4.486941357,5.936286875,2.49,26567.50608,55.2279214,"0880 Torres Views
Lake Seanside, ND 47671"
52835.26226,7.741143614,7.520857506,5.28,34537.001,118.6357179,"1813 Shawn Canyon Apt. 761
East Kennethfurt, LA 37064-8900"
63750.37363,7.378244345,8.791163731,3.4,47248.05759,158.2261701,"079 Cruz Walks
Gregoryfurt, IL 39580"
81741.63202,5.488727065,7.874564489,5.25,29755.50821,147.8028174,"508 Watson Motorway
Kirbychester, NJ 76201-4719"
77594.60276,6.547168411,7.015781826,5.35,24293.63308,138.6306103,"878 Shawn Ford Suite 912
Aaronburgh, NC 90513-9301"
79843.14633,5.775992038,7.304337593,3.24,42452.94119,142.4786509,"006 Benson Camp Suite 290
Lake Tracy, AL 36317-8259"
77081.68075,3.644175062,7.197069085,6.42,40080.43542,120.6937316,"72956 Jessica Stravenue
Bethanyshire, CT 67149-6278"
70713.64043,4.817919945,7.773536289,5.22,29436.45405,120.9287535,"809 Harrington Forges
Smithstad, PW 59127"
63797.99896,5.750618205,6.860745166,2.38,26626.53416,102.9869764,"2765 Smith Mission
Baldwinton, LA 68900"
45914.01122,4.897860862,6.119878765,4.16,26309.23832,30.04640987,"7976 Richard Plains Apt. 958
Lake Abigail, IN 02827-4222"
88190.46896,5.149776773,6.769516686,2.1,25177.48795,129.4278118,"002 Katherine Flat
Hartmanland, AZ 37973-3049"
72010.79507,5.648822124,8.100920819,6.43,16376.64122,125.1757193,"456 Nicole Canyon
New Valerieside, CA 37155"
52420.52553,7.326976844,6.010627933,4.29,39766.41957,112.8403366,"35923 Melody Union
Huffmanville, AK 21375"
74748.15451,5.429629503,7.424722959,5.43,36071.7552,136.3669069,"467 Emily Rapids
New Bradleyside, MI 74897"
80913.46083,5.562565511,7.143813449,6.25,30034.33954,117.7744973,"642 Ashley Burg
Jennifershire, KY 79760-6173"
59480.04567,5.205825325,7.748963785,4.33,43703.77758,98.02740699,"99990 Miller Way
Russellberg, MN 31202"
80951.28339,5.450699153,6.323822116,4.14,38990.80712,152.4115891,"3027 Pamela Trail Suite 457
South Veronica, NC 79350"
63856.3085,7.456390109,6.844399336,3.41,31114.8974,131.1902534,"9912 Smith Roads Apt. 591
Lake Stacey, AR 95418-6029"
74727.88857,5.793124435,7.124513456,5.11,27639.05883,111.9992619,"68583 Allen Centers
North Masonhaven, ME 51493-3022"
78095.35263,6.837193059,7.119862076,3,32346.43499,153.8922903,"165 Rebecca Run
South Hannahport, LA 92436-6494"
69689.6297,4.065513078,6.311314926,4.46,27438.68941,84.36331982,"5831 Lisa Road Suite 705
East Nathan, VI 05521-1350"
54973.19372,5.426987047,7.136285579,5.45,40412.72218,90.33019933,"5073 Spencer Station Suite 444
Toddfort, MO 95614"
62571.35286,5.945193547,7.176352932,4.37,41465.11563,116.1995728,"86533 Gould Hills
Garciachester, DE 09135-4735"
69370.93005,5.140142495,4.658690271,3.42,33732.46287,73.32997945,"1732 Barbara Overpass
Hillmouth, DC 64884"
82415.25237,7.050921403,6.456360286,3.08,46297.58121,183.7930801,"8901 Lisa Isle Apt. 035
North Tammiechester, NC 23048-4036"
52864.75931,5.994728233,7.852066885,3.16,39156.98102,96.20287008,"15502 Hailey Courts
West Melissaton, GA 00663"
65855.86324,6.564119268,7.709617653,6.4,45528.53724,147.7765148,"88428 Campos Path Apt. 890
North Joshuashire, AZ 84342-5757"
61310.28003,7.951206605,7.13125578,4.39,33201.05371,141.9345607,"29337 Gabrielle Mission Suite 631
Loganfort, MS 10959"
39411.65279,4.385844659,7.047435339,4.44,45851.3983,53.94833966,"1085 Michele Glens Apt. 517
Sergiotown, VT 20367"
77265.7483,5.387078609,7.600015977,3.46,21558.37575,109.7701943,"270 Sarah Vista
North Jessicatown, MP 84920-3221"
74777.76433,6.338634231,6.650801681,2.2,30013.29805,141.2274486,"300 Larry Drive Apt. 188
Maychester, GU 63293-8809"
67474.2798,3.278227596,7.938421221,4.12,34971.53955,101.3443438,"6700 Burns Summit Apt. 752
Munozmouth, PR 33205"
68848.19668,6.778112479,6.085627686,4.16,25880.41441,89.39190388,"140 Alvarado Center
Hessview, OR 63586"
66148.03832,6.326840293,6.842533838,4.14,31574.41047,123.4531601,"77597 Connie Harbors
Robertville, DC 21128-0453"
63595.95836,6.124785472,6.682731041,3.22,19345.40638,86.47029339,"904 Jennifer Pass
East Carolyn, NE 80148-8850"
60741.56973,6.252128678,6.715733778,4.38,24534.37105,97.70241102,"5432 Walker Island
North Richardchester, AS 42587"
73540.62894,4.421746778,7.049997801,5.24,39756.36603,93.61485119,"12715 Short Squares Suite 017
Leahburgh, PR 77137-6937"
74633.9417,5.745854007,5.627387829,3.4,30600.60461,105.6976975,"132 Allison Rapids
Yvonnefurt, NC 14633"
62016.68605,5.762634689,7.791948979,3.45,35750.28631,104.0607312,"PSC 0939, Box 2872
APO AE 84646"
84249.8608,5.862843292,6.160323135,4.14,44571.37813,164.1101519,"3067 Monica Junctions
New Jamie, NY 50202"
44247.14904,6.453832512,6.166052316,4.38,22011.94593,50.30655056,"1377 Moran Wells
Richardburgh, IL 33834-1305"
59473.98832,6.926414489,7.772294448,6.19,41215.29823,129.6146939,"27645 Kline River
Port Samuelside, GU 06730"
67839.38147,6.902937655,6.927319958,3.46,26377.26824,116.4209619,"43918 Carpenter Village
Lindsayborough, WY 68856-0092"
62972.00399,7.161397225,4.626558167,2,33869.89954,99.98148898,"76984 Adams Stream
Jamesview, AZ 00532-4427"
61162.58025,5.896315848,7.880521416,6.04,36033.70143,106.0897689,"06275 Ross Mills Suite 054
Lisastad, DC 67330"
